reproductiveCondition	reps
gonads=testes (L) 12 x 8 & 10 x 9, seminal vesicles 6 x 4 mm, tubules enlarged	1
gonads=testes (L) 15 x 9 & 11 x 7 mm	1
gonads=testes (L) 8 x 4 mm; (R) 6 x 4 mm; one seminal vesicle 3 x 2 mm, tubules enlarged	1
gonads=testes (L) 8 x 6 mm; (R) 9 x 6 mm; one seminal vesicle 4 x 3 mm; tubules enlarged	1
gonads=testes 10 x 6 mm	10
gonads=testes 16 x 8 mm, large cloaca protuberance	1
gonads=testes 1`mm	1
gonads=testes 2 x 2 mm; one white one gray	1
gonads=testes 3 x 2mm; gray	1
gonads=testes 5 x 5, one seminal vesicle 3 x 2 mm, tubules enlarged	1
gonads=testes 7 mm	24
gonads=testes 9 x 7 (L) & 10 x 7, one seminal vesicle 6.5 x 4.5 mm, tubules enlarged	1
gonads=testis 1.8 mm	5
gonads=yolk sacs 10, 5 & 4 mm in diameter	1
gravid, 22 + 19 eggs in oviducts	1
lacating, embryos 1 right, 1 left, 12 mm crown-rump	1
lact., no embs	1
largest ova 2mm	1
lgst ovum= 1.5 mm	4
lrgst ova: 1x1 mm, oviduct enlarged	1
lrgst ovum: 1 mm, brood patch	5
lrgst ovum: 16x12 mm, oviduct enlarged, unshelled egg	1
lrgst ovum: 2.5 mm	6
lrgst ovum: 2x2 mm, ov: 10x7 mm	1
lt: 7x4 mm, cloaca swollen	1
mamm. lg., NE	1
no emb; 9 plac scar; lactating	5
no embs, lactating, mammae large	1
no embs., vag. plugged	3
non breeding, sex positive	2
not lact. No Embryo	1
ov: 12x10 mm, 4 follicles, lrgst ova: 3x3 mm	2
ov: 12x17 mm	2
ov: 14x8 mm, enlarged oviduct	2
ov: 15x7 mm, granular	2
ov: 19x12 mm, small granules	2
ov: 1x4 mm, smooth	1
ov: 20x12 mm	6
ov: 20x12 mm, ova: 4x4, 3x3 mm	2
ov: 24x10 mm	4
ov: 24x18 mm, granular	2
ov: 25x15, ova: 5x5 mm	2
ov: 3, from drawing	2
ov: 3x3 mm, not granular	1
ov: 6.5x3.5 mm	1
ov: 6x14 mm, granular	2
ov: 6x3, lrgst ovum: < 1 mm	2
ov: 6x4, lrgst ova: 1x1 mm, no brood patch	1
ov: 6x4, ovum: 2x2 mm	4
ov: 6x5 mm, 3 yolky follicles, 1 egg laid, enlarged oviduct	1
ov: 6x6, lrgst ovum: 1x1 mm	3
ov: 8x10 mm, ova: 2x2 mm	1
ov: 8x5, lrgst ova: 1x1 mm	3
ov: 8x5, lrgst ova: 2 mm	1
ov: 8x6, ovum: 2x2 mm	4
ov: 8x7 mm, ova: 2x2 mm	1
ov: 9x6 mm	45
ov: 9x6, ova: 3x3 mm	1
ova = 18mm	1
ovary 13x7 mm, granular	2
ovary enlarged, lrgst ovum: 4 mm	1
ovary granular, with small ova, ruptured follicles, active brood patch	1
oviduct enlarged, 2 collapsed follicles, lrgst ova:3x3, ov: 10x8 mm	2
oviduct regressing, old ruptured follicles	2
ovum: 2x2, ov: 7x4 mm, one ruptured small follicle, brood patch present	1
pg, 4 embs, 3R, 1L, 6 mm	1
plac scar ?	2
plugged, pg, R1, L2, CRL=12 mm, mammae large	1
pregnant; 1 emb; cr-28	20
pregnant; 1 emb; cr-40; lactating	1
pregnant; 2 emb; CR-25	2
pregnant; 5 emb; CR-17	4
pregnant; 5 emb; cr-11	1
pregnant; 5 embs	1
pregnant; lactating; 6 swellings	2
pregnant; vagina perforate	10
pregnant; vagina perforate; 3L 1R emb; CR-6; mammary tissue present; not lactating	2
t: 0.5x1 mm	69
t: 10X25 mm	2
t: 10x6 mm, cloaca enlarged	84
t: 10x8, cloacal protuberance: 4.51 mm	1
t: 11x2 mm	7
t: 15x13 mm	4
t: 18x11, 13x10 mm, brood patch	2
t: 19x11 mm	6
t: 20.4 ??	1
t: 23x9 mm	2
t: 26.2x14.7 mm	2
t: 2x2, 2x2 mm, see label, enlarging	1
t: 2x5x3 mm	1
t: 3.1 mm	1
t: 4.5x3 mm, each, from original label	1
t: 4x6 mm, brood patch defeathering	1
t: 5x2.5, 4.5x3 mm, from drawing	2
t: 5x2.5, 5.7x2.6 mm	2
t: 5x3 mm, brood patch well developed	2
t: 5x4.7 mm	1
t: 6.5x4.9 mm	1
t: 7x6 mm, no brood patch	1
t: 8x5, cloacal protuberance: 4.46 mm	1
t: 9x6 mm, cloaca enlarged	168
t: 9x8, cloacal protuberance: 4.4 mm	1
t: l 5.6x3, r 5.8x3 mm	2
t: l 6.7x3.5, r 7x3.7 mm	2
taken ovipositing on Carya ovata	1
testes 35mm	1
testes 7X3 mm	1
testes = 14.6mm	1
testes = 7 x 2 mm	1
testes hardly discernable	1
testes scrotal, 10 X 5	1
testes-12 x 7; non-scrotal	1
testes-12x7; scrotal	20
testes-13/5; slightly scrotal	1
testes-14X10;	14
testes-16X19	2
testes-18, testes enlarged	2
testes-3X8	2
testes-45	4
testes-6X4 R, 5X4 L	2
testes-epididymis wt-13.68	2
testes= 2.7x11.2mm	1
testes= 7.7x7.7mm, epid +	1
testes= <1mm	20
testis 48	1
tiny penis not in sheath	2
vagina barely open; 4 mammae conspicous, inguinal; not lactating; 3 prominent placental scars	1
vagina closed, nipples large	11
vagina closed; 10 mammae visible; not lactating; 4 placental scars	1
vagina imperforate; 5 plac scar 3R 2L	2
yolked egg in oviduct	1
yolked ova: 3, 8, 11 mm, shelless egg in oviduct	1
Œuf : 1 x 1 mm.	1
(3x1)	1
(4 x 2)	6
(by dissection)	39
0:2 = 4 mammae	3
1 emb X 7, no lact.	1
1 emb, 22x15 mm	1
1 emb, 7 x 7 mm	1
1 emb, CR=19mm, female	2
1 neonate; mother of ROMM 74058	2
12 young; lactating	1
1980 parents males 80-38 - males 80-73	1
2 emb; cr-60	1
2 embs, cr X 25	1
2L emb, 1R,1L plac scar	1
3 emb 1L 2 R; CR-13; lactating	2
3 embs: 1(R) & 2(L)	1
3 ruptured follicles, shelled egg in oviduct, 1 large follicle, brood patch developing	1
4 emb; CR-2	2
4 embs, 2L, 2R, 4 mm	2
4 embs, 8 mm	4
4 embs/cr - X 1 mm	1
5 embryos, R=4, L=1, CRL=4mm, vagina closed	1
5 embs: 2(R)&3(L)=5mm	1
5 embs: 2rt&3lf, undev	2
6 embs, 1L, 5R, 11 mm	1
9 pac. scars: (5 & 4)	1
Adult, female?	1
Brood parents: E. eurytus, F1 of CGO female 68-18, female par ex Forward Twshp., PA,, male par ex same	1
Captured on blossoms of saw palmetto, Serenoa repens	1
Cross 14-70 Normal-eye, red wing male (F1 18-69) X Broken-eye Red wing sib female	1
EMB-R 1, EMB-L 2, CR 12 mm	1
Emerged from pupal shell, Number 508	1
Ex ovis, Antinympha-B83	1
Ex ovis, pair A87, female white spot, male yellow. Ecl. 25 Aug. 1987, reared Dale Schweitzer. Sleeved late April to mid June, started on apple, 4th instar to Carya glabra, last instar on Juglans nigra at Dedham, Mass.	1
Female 33 X male W, Mating -, Female Par. Br. -	1
Female cones present	1
Fred Thorne experimental cross: T124, 12 Apr. 1969	1
Fred Thorne experimental cross: T41, 1967	1
Fred Thorne experimental cross: T57, Nov. 1967	1
GONADS DECOMPOSED. OVIDUCT VISIBLE.	1
GONADS NOT FOUND, MAGGOTTY, SEXED AT AVIARY.	1
Gonades : 2 x 2 mm. Pas de plaque incubatrice.	1
HOW SEXED: GONADS, APPARENT TESTES 5 X 1.5 MM.	1
HOW SEXED: GONADS, LEFT TESTES 8 X 3 MM.	1
HOW SEXED: GONADS, LEFT TESTIS 3.0 X 4.0 MM.	1
HOW SEXED: GONADS, LEFT TESTIS 8 X 5 MM.	4
HOW SEXED: GONADS, ONLY LEFT TESTIS COULD BE LOCATED BECAUSE OF DAMAGE, LEFT 7 X 3 MM.	1
HOW SEXED: GONADS, TESTES 12 X 6 MM, 9 X 8.5 MM, CREAM-COLORED.	1
HOW SEXED: GONADS, TESTES 19 X 13 MM.	2
HOW SEXED: GONADS, TESTES 22 MM.	1
HOW SEXED: GONADS, TESTES CIRCA 3 X 1 MM.	2
HOW SEXED: GONADS, TESTES CIRCA 6 MM.	4
HOW SEXED: GONADS, TESTES GREATLY ENLARGED, NESTING.	3
HOW SEXED: GONADS, TESTES LEFT 15 X 9 MM, RIGHT 11 X 8 MM.	1
HOW SEXED: GONADS, TESTES LEFT 21 X 12.5 MM, RIGHT 20 X 11 MM.	1
HOW SEXED: GONADS, TESTES LEFT 4 X 4 MM, RIGHT 3 X 3.5 MM.	1
HOW SEXED: GONADS, TESTES LEFT 7 X 4.5 MM, RIGHT 5 X 4 MM.	2
HOW SEXED: GONADS, TESTES LEFT 7 X 5 MM, RIGHT SL. SMALLER.	1
HOW SEXED: GONADS, TESTIS 3.5 X 1.5 MM.	1
HOW SEXED: GONADS. 2 OVARIES WITH OVULES DRAWN ON TAG.	1
HOW SEXED: GONADS. BELLY BUFFY.	1
HOW SEXED: GONADS. LARGEST OVULE 5.0 MM.	1
HOW SEXED: GONADS. OVARIES, LEFT 14 X 4 MM, RIGHT 12 X 3 MM, OVA <1 MM.	1
HOW SEXED: GONADS. OVARY 13 X 3 MM.	5
HOW SEXED: GONADS. OVARY 13 X 7 MM, LARGEST EGG 2 MM DIAMETER.	1
HOW SEXED: GONADS. OVARY 14 X 4 MM, LARGEST OVA 2 MM.	1
HOW SEXED: GONADS. OVARY 14 X 6 MM.	14
HOW SEXED: GONADS. OVARY 2.5 X 1.5 MM, TRANSPARENT.	1
HOW SEXED: GONADS. OVARY 35 X 10 MM.	1
HOW SEXED: GONADS. OVARY 4 X 3 MM, TRANSPARENT, OVIDUCT VISIBLE.	1
HOW SEXED: GONADS. OVARY 5 X 5 MM, GRANULAR, SOME RED FF THROAT.	1
HOW SEXED: GONADS. OVARY 7 X 3 MM, OVA SMALL.	1
HOW SEXED: GONADS. OVARY CIRCA 12 X 4 MM.	1
HOW SEXED: GONADS. OVARY CIRCA 13 X 7 MM.	1
HOW SEXED: GONADS. OVARY CIRCA 9 X 4 MM.	3
HOW SEXED: GONADS. OVARY DAMAGED, PROBABLY 3 X 2 MM.	1
HOW SEXED: GONADS. OVARY DRAWN, WITH OVULES, LUMPY.	1
HOW SEXED: GONADS. OVARY NOT ENLARGED BUT MANY OVA, 0.3 - 0.6 MM IN DIAMETER. ADULT LIKE EXCEPT POSTERIOR TIP.	1
HOW SEXED: GONADS. OVARY PARTLY REMOVED, REMAINING PART 10 X 5 MM.	1
HOW SEXED: GONADS. OVARY PRESENT.	2
HOW SEXED: GONADS. OVARY RIGHT 8 X 6 MM, BOTH VISIBLE.	1
HOW SEXED: GONADS. OVARY, 1 DRIED YOLK IN ABDOMEN, 6 MM.	1
HOW SEXED: GONADS. OVARY, LARGEST OVUM 13 MM.	1
HOW SEXED: OTHER. BROOD PATCH.	1
HOW SEXED: PLUMAGE. PARTIALLY DECOMPOSED.	1
Hybrids of P. dispar race japonica and P. dispar race dispar	1
Larva 30 July 2000, solitary on Quercus coccinea, molted to ult. 31 July, to soil ~ 6 August. Ecl. 8 June 2001.	1
Left testes: drawing on label. Right testes not visible	1
No lact	1
Nulliparus	1
Ovaire blanchâtre à ovules distincts. Plaques incubatrices.	3
Ovaire jaune à ovules assez gros et très distincts.	1
Ovaire rougeâtre, à ovules bien distincts. Oviducte encore distendu quelque peu.	1
Ovaries: L 11 x 2, R 11 x 2 mm	1
Ovary: 2.5 x 1.0 mm (not granular)	1
Ovary: 7 x 10 mm	1
Oviduct well-developed	1
Population Cross: Female of P71-13 Massachusetts x Male England	1
R. Testes: drawing on label	1
RI 1985 female 10/18/87	1
Reared in lab; F1 of females [varying numbers]; 1956	1
SEX POSSIBLY FEMALE.	2
T=10x18=1.35	1
T=14x15, scrotal, large	1
T=2 mm, ing.	4
T=24x11	1
T=24x11, 2.3 g (L), 28x11, 2.3 g (R)	1
T=3.5x2	3
T=30 x 19 mm, scrot.	1
T=48 mm	2
TA (6.8 X 4.9)	1
TA (7 X 4)	16
TA 8x4	1
TA=8x2.5	1
TS (19 X 7)	1
TS=30	1
TSS (7 X 5)	4
Testes 20.0 x 9.0mm.	1
Testes 5mm	3
Testes L: 2.0 x 4.0mm, R: 2.0 x 3.0mm.	1
Testes: L 1.5 x 1.5 mm, R broken.	1
Testes: L 5 x 3 mm, R 6 x 3 mm	4
Testes: L 5 x 6 mm, R 3 x 3 mm	2
Testes: R 4 x 1.5 mm, L 3 x 1.5 mm	2
Testes: drawing on label. Left testes very small	1
Testes: left=0.0599g, right=0.0449g	1
Testicules 12 x 5 mm	1
Testicules : 8 x 4 mm et 10 x 4 mm.	1
Testicules : droit 9 mm, gauche 11 mm	1
Testicules blanc crème.	38
Tetrasporic; spermatangial	4
Tissue-Tail tip	2
U:P Embryo 1 + 3 = 4, CR = 6mm	1
VC, R1, L3, CRL=10, mamm. lg.	1
VO, 3 embs, 2L, 1R, 24 mm, mammae large	1
VO, 5 embs, 0R, 5L, CRL=7	2
VO, 6 embs, 5L, 1R, 10 mm	1
VO, 7 embs, 3L, 4R, 24 mm, mammae large	1
VO, mamm.1g.	2
VP, 4 embs, 3L 1R, 15 mm	1
[externally male]	6
at night on Carya ovata trunk	1
bred 1 Jun 1919	1
brood patch 0, oviduct somewhat developed, lrgst follicle less than 1 mm	2
brood patch 3, no down at edges, lrgst follicle 2.4 mm, oviduct well developed	2
brood patch 4, lrgst follicle 1.4 mm, oviduct developed	2
brood patch 4, t: l 4.4x3.1, r 4.6x2.7 mm	2
brood patch defeathered, 4 ruptured follicles, unshelled egg in oviduct	1
brood patch vascular and active, ovary granular	2
egg ready for shell	1
emgd. 06 Jul 1976	2
emgd. 24 may 1977. ex larva	1
ex egg, fed chiefly apple leaves, April - May 1972, diapaused late May, pupated 30 August - mid September, indoors by window, Penssylvania, emerged 5-15 October 1972, outdoors - Leverett, Massachusetts	14
ex ova July 1 1992	1
gonads=female, ovary 8 X 4mm (smooth)	1
gonads=left testis 2 x 1 mm	1
gonads=ov. (ovary or lg ova?) 2 mm	1
gonads=ova minute, brood patch	2
gonads=ovary 12 x 8, lg ova 3 mm, oviduct convoluted; brood patch=present	1
gonads=ovary 14 x 8 mm; largest ova 3 mm	1
gonads=ovary 15 x 2 mm; brood patch=present	1
gonads=ovary 3 x 3 mm; ova minute	2
gonads=ovary 3.45 mm; granular	1
gonads=ovary 4 x 2 mm; lg ova 1 mm; oviduct convoluted	1
gonads=ovary 4 x 3 mm, granular	1
gonads=ovary 6 x 3 mm, ova 1 x 1 mm	2
gonads=ovary 6 x 4 mm, granular; shelled egg in oviduct, 11 x 7 mm, several brocken ova 4 x 4 mm, 3 x 3 mm	1
gonads=ovary 7 x 6, several ova < 1 mm; brood patch=dry	1
gonads=ovary 7 x 7, unshelled in oviduct egg 5 x 5 mm; brood patch=dry	1
gonads=ovary 8 x 5, lg ova 1 mm, oviduct straight	1
gonads=ovary 9 x 4 mm	1
gonads=ovary small	362
gonads=testes (L) 5 x 3 & 4 x 3 mm	1
gonads=testes (L) 6 x 3 & 3 x 3 mm	1
gonads=testes (L) 6 x 5 mm; (R) 5 x 4 mm; seminal vesicles enlarged, tubules not visible	1
gonads=testes (L) 9 x 7 mm; (R) 8 x 7 mm	1
gonads=testes 11 x 8 mm	3
gonads=testes 11x6mm	1
gonads=testes 1x5mm	2
gonads=testes 3.5 x 2 mm	11
gonads=testes 3.5 x 3 mm; seminal vesicles present	1
gonads=testes 5x10mm	2
gonads=testes 9x3mm	1
in normal breeding condition	1
lactating ?; young female attached	2
last yrs fruiting stalk; immatur fl. stk	1
laying, ova to 5 mm, old ruptured follicles	2
lrgst ovum: 1, ov: 5x3 mm	1
lrgst ovum: 11 mm	2
lrgst ovum: 1x1 mm, ov: 15x7 mm	2
lt: 7.9x2.3, rt: 7.8x2.3 mm	2
lt: 8x5 mm	2
lt: 8x5, rt: 5x5 mm	1
mamm. lg.	4
neutral sporangia	1
no emb, mammae=3pec+3ing	1
no emb., lact	5
no emb; 15 plac scar; lactating	1
on nest of 5 eggs	2
ov: 10x20 mm, lrgst follicle ca 3 mm in diameter	2
ov: 10x6 mm, lrgst ovum: 1x1 mm	2
ov: 10x8 mm, lrgst ovum: 2x2 mm	1
ov: 11x6, lrgst ovum: 3 mm	2
ov: 12x5 mm, small granules	10
ov: 12x5 mm, smooth	2
ov: 19 mm	2
ov: 19, lrgst ova: 6 mm	2
ov: 1: enlarging: 3x2 mm, see label	1
ov: 21x5 mm	2
ov: 22x10, lrgst ovum: 4x4 mm	2
ov: 27 mm, lrgst ova: 3 mm	2
ov: 3.2x3 mm	1
ov: 3.5x1 mm, see label	1
ov: 3x2, lrgst ovum: 0.5x0.5 mm	1
ov: 3x2x1 mm	1
ov: 4.8x3.2 mm, from drawing, granulated	2
ov: 4x8 mm, oviduct enlarged	1
ov: 4x8, lrgst ova: 1x1 mm	1
ov: 6x10, enlarged oviduct, 3 follicles: 3 mm, 5 enlarged follicles	2
ov: 6x3, lrgst ovum: 1x1 mm, oviduct regression, brood patch present	1
ov: 8x5 mm, brood patch present	1
ov: 8x6 mm, granular	33
ov: 8x6, ova: 2x2 mm	5
ov: 9x10, ova: 5x5, 2x2 mm	1
ov: 9x5 mm, 4 collapsed follicles, regressed oviduct	1
ov: 9x7 mm, lrgst ova: 3x2 mm, brood patch present	2
ova body flat and not granular	2
ovary 7 mm, ova < 1 mm	1
ovary fairly large	3
ovary granular, active brood patch, ruptured follicles	2
ovary granular, ova enlarged, brood patch defeathering	1
ovary granular, regressed , active brood patch	1
ovary see label ?	2
ovary showed 1 ruptured follicle, 3 enlarged follicles, unshelled egg in oviduct	1
ovary very small, oviduct thread like	2
ovary, see label, lrgst ovum: 2x2 mm	1
oviduct well developed, brood patch small, down regrowing	2
ovum: 2x2, ov: 6x9 mm	1
p; 3 emb; cr - 20	1
pouch young of ROM 103578, F37041	5
pregnant; 1 emb; CR-11.3	2
pregnant; 1 emb; cr-29	11
pregnant; 2 emb; cr-20	4
pregnant; 5 emb; CR-18	8
pregnant; 5 emb; cr-12	1
pregnant; 6 emb; 2 R emb; CR-10	2
pregnant; 8-9 plac scar	2
reporductive tract very small	2
scrotal?	4
spermatangial, zygotosporangial (on separate plants)	3
t: 1.5x3 mm	17
t: 10 mm, dark	2
t: 14 mm, long	2
t: 15x9 mm	40
t: 16x10 mm, cloaca enlarged	5
t: 17.8x12 mm	2
t: 1x1 mm, see label	12
t: 24x14 mm, brood patch well developed	2
t: 25x15 mm	2
t: 3.5x7 mm	5
t: 34x18, 25x17 mm, brood patch	2
t: 3x3 mm, see label	2
t: 4.2x2 mm, from drawing on label	2
t: 4x2 mm, diagram on Munro label, breeding patch	1
t: 4x6 mm, meiosis	1
t: 4x7, 4x7 mm, from drawing, see label	1
t: 5 mm	94
t: 5x2 mm	228
t: 5x3, 5.5x3 mm, measurement from label	1
t: 5x3.5, 6x3.5 mm	1
t: 5x9, 5x6 mm	1
t: 6x12 mm	12
t: 6x3, 6.5x3 mm, from drawing	1
t: 6x3, 6x2.5 mm, see label	1
t: 6x4, 6x3.5 mm, see label	1
t: 6x5, cloacal protuberance: 5.24 mm	1
t: 7x5 mm, black	5
t: 9.8x4.6 mm	2
t: B/-, see label	2
t: l 6.8x1.5, r 6.3x1.5 mm	2
t: l: 9x2, r: 7x3 mm	2
testes - 15x10; scrotal	1
testes 12 x 25, epid +	1
testes = (L 5x5mm, R 5x4mm)	1
testes = 0.7x2.9mm	1
testes = 6.8 x 3.6 mm, epid -	1
testes = 8x2mm	1
testes =4mm	1
testes L = 4mm R = 5mm	1
testes R (2x1.5mm)	1
testes abdominal	168
testes descended, 17 x 8 mm	1
testes scrotal large	6
testes-10x6 ?	1
testes-13x7; non-scrotal	3
testes-16x12	2
testes-4X2; young of ROMM 97265 F X 97258 M	2
testes-6X1; epididymis not visible	2
testes-7; slightly scrotal	3
testes-9X2; scrotal	2
testes= 1.5x2mm	2
testes= 10x10 mm	2
testes= 5 x 7 mm	1
testes= L 5 R 7mm	1
testes= L6x4, R4.5x3mm	1
testes=20.2x10.4, epid +	1
testes?= 1 mm	1
testis 4.0 x 10.0 mm.	1
vagina open; 3 embryos; cr-21	1
vagina perforate; 6 plac scar 4R 2L; MAMMARY TISSSUE ABSENT; not lactating	2
young OF ROMM 20361, COLN 4605	2
(hemipenes extruded)	1
11 embs, 5L, 6R	1
17 ova left side, 17 right	1
1TA/1TS (5 X 3)	2
2 eggs removed from nest	2
2 emb,  1 X 1; small	1
2 embs., cr = 9 mm	1
2 embs: 1lf&1rt, cr=10mm	1
2 embs:1(R)&1(L)=20mm	1
2 ovid, yolked eggs, 1R, 1L, 25 X 14 mm	1
2+1=3 this year placental scars, 1+1=2 last year placental scars	1
3 E	1
3 emb/cr = X 8 mm	1
3 embs, 17 mm	1
3:1 scars	1
4 embs, 10 mm	2
4 embs/2 R/2 L/cr = 17 mm	1
4, lrgst ova: 2 mm	1
5 embs/3R/2L/cr=15mm	1
7 placental scars, 4L, 3R	2
8x2 -10	1
9 pouch young; CR-47	2
Adult Male, Tissue-scale clips	1
Adult, Tissue at LSU	1
Bred ex ovo, Food: Plantago	1
C1	1
CROWN PROBABLY YELLOW.	1
Cross 7-71: small-eye (F1 8-70) X small-eye sib	1
Emerged from pupal shell, Number 509	1
Ex ovis, female varia 99B. Egg June 1999, hatched June 1999, to soil July 1999, eclosed June 2000. Quercus stellata.	2
Ex ovis, sleeved on Carya ovata	2
Ex ovo female TDS-5 Q. rubra ecl. 4 July 1977. bred D.F. Schweitzer	4
F1 of CLR #106. Emerged Feb- Mar. 1958. Female archippus (Mansfield, CT) x Male Floridensis (Archb. Biol. Station, Fla.).	2
F1 of Cross No. 61; Reared in lab Sept. 1957. Charles L. Remington female weidemeyerii (Gunnison, COLO.) X male loquini (WASH.)	1
F1 of Cross No. 81, reared in lab 1957-1958, Charles L. Remington	2
Fred Thorne experimental cross: T107, Jun. 1968	2
Fruiting frond present	1
GONADS DECOMPOSED. ONE NON-LUMPY DUCT.	1
HOW SEXED: BREEDING CONDITION.	5
HOW SEXED: GONADS, ACTIVE. FEMALE PLUMAGE.	1
HOW SEXED: GONADS, TESTES 0.8 X 1 MM.	1
HOW SEXED: GONADS, TESTES 10 X 6 MM.	28
HOW SEXED: GONADS, TESTES 10 X 7 MM LEFT, 5 X 5 MM RIGHT	1
HOW SEXED: GONADS, TESTES 10.5 X 4.5 MM.	1
HOW SEXED: GONADS, TESTES 11 X 9 MM.	6
HOW SEXED: GONADS, TESTES 2 1/2 X 1 1/2 MM.	1
HOW SEXED: GONADS, TESTES 3 X 1.5 MM.	69
HOW SEXED: GONADS, TESTES 8.5 X 4 MM.	1
HOW SEXED: GONADS, TESTES CIRCA 1 X 0.5 MM, BLACK.	1
HOW SEXED: GONADS, TESTES CIRCA 17 X 5 MM.	1
HOW SEXED: GONADS, TESTES CIRCA 2.5 X 1.5 MM.	3
HOW SEXED: GONADS, TESTES DRAWN CIRCA 4 X 5 MM.	1
HOW SEXED: GONADS, TESTES LEFT 10 X 7 MM, RIGHT 7 X 5 MM.	1
HOW SEXED: GONADS, TESTES LEFT 23 X 11 MM, RIGHT 20 X 10 MM.	1
HOW SEXED: GONADS, TESTES LEFT 6 X 2.5 MM, RIGHT 7 X 2 MM.	1
HOW SEXED: GONADS, TESTIS 4.5 X 3.5 MM.	1
HOW SEXED: GONADS. BREEDING CONDITION.	2
HOW SEXED: GONADS. DOTTED OVARY DRAWN, DUCT NOT LUMPY.	1
HOW SEXED: GONADS. OVARIES, RIGHT 14 X 9 MM, OVA 1.5 MM, LEFT 7 X 2.5 MM, UNDEVELOPED.	1
HOW SEXED: GONADS. OVARY 11 X 6 MM, LARGEST OVA 2 X 2 MM.	1
HOW SEXED: GONADS. OVARY 15 X 6 MM, LARGEST EGG 3 MM.	1
HOW SEXED: GONADS. OVARY 20 X 10 MM, LARGEST OVA 1 MM.	3
HOW SEXED: GONADS. OVARY 20 X 4 MM.	1
HOW SEXED: GONADS. OVARY 21 X 7 MM.	4
HOW SEXED: GONADS. OVARY 24 X 7.5 MM, NO OVA > 1 MM.	1
HOW SEXED: GONADS. OVARY 3 MM, SEXED AT P.R.C.	1
HOW SEXED: GONADS. OVARY 3 X 2 MM, OPAQUE.	1
HOW SEXED: GONADS. OVARY 30 X 5 MM, ALL OVA < 1 MM.	1
HOW SEXED: GONADS. OVARY 4.3 X 1.6 MM.	2
HOW SEXED: GONADS. OVARY 7 X 3 MM, DUCT SLIGHTLY SWOLLEN.	2
HOW SEXED: GONADS. OVARY 7 X 4 MM, LARGEST OVA 0.5 MM.	1
HOW SEXED: GONADS. OVARY 8 X 2 MM.	5
HOW SEXED: GONADS. OVARY 9.0 X 2.9 MM.	2
HOW SEXED: GONADS. OVARY CIRCA 1.5 X 2 MM, TRANSPARENT.	1
HOW SEXED: GONADS. OVARY CIRCA 12 X 9 MM, OVA TO 3 MM, OVIDUCT SWOLLEN.	1
HOW SEXED: GONADS. OVARY DECOMPOSED, 13 X 7 MM, LARGEST EGG 3 MM.	1
HOW SEXED: GONADS. OVARY DRAWN, "ADULT".	1
HOW SEXED: GONADS. OVARY GRANUAL.	1
HOW SEXED: GONADS. OVARY, LARGEST OVUM 2.5 MM.	2
HOW SEXED: GONADS. TESTES VERY LARGE.	2
HOW SEXED: GONADS. TISSUE APPEARS TO BE OVARIAN. DAMAGE TO GONAD AREA.	1
HOW SEXED: UNMARKED MEANS. OVARY OPAQUE. DUCT UNUSED.	1
HOW SEXED: UNMARKED MEANS. OVARY: 3.5X2.5MM.	1
HOW SEXED: UNMARKED MEANS. TESTES 2 X 1.5 MM.	2
HOW SEXED: UNMARKED MEANS. TESTES: 5X3MM.	1
HOW SEXED: UNMARKED MEANS. TOO MUCH DAMAGE IN LEFT GONAD AREA.	1
Hembra con cr?a	4
Immature Fruit |	1626
Large nip.	1
Mother wild; reared on Dentaria diphylla by F.S. Chew; 74 degrees Fahrenheit, 16 hours light; pupal shell in vial; ecl. May 1973, pupated 9-11 May 1973, ex ovo 25-26 April 1973	1
NOTHING ON LABEL.	1
No embs, vag open	1
Ovaire : 15 mm	1
Ovaire jaunâtre à ovules distincts, l'un d'eux nettement plus gros.	1
Ovaire à ovules pas bien distincts.	1
Ovaire: 4 x 2. Boursa fabricii: 7 x 6.	1
Ovary not seen, sexed by plumage	2
Ovary: 10 x 6 mm	7
Ovary: 18 x 9 mm, Largest ova: 5, 2.5, 2.5 mm, Oviduct enlarged	1
Ovary: 8.5 x 3.5 mm	1
R=3, L=2 placental scars; lactating , vagina opened	1
Reared in lab; F1 of female no. 43	1
Reared in lab; F1 of female no. 58H	1
Reared, ex larvae found Aug 24, 1972, found on Ericaceous shrub, food was oaks only in captivity. Larva pale red-brown	1
SEXED BY L. ALEXANDER.	1
T 3.5x2	1
T-7X4	2
T=12.5x7	1
T=2.7x4.0mm	1
T=20x10mm	1
T=20x5	1
T=24x12	2
T=3.3x5.8mm, scr.	1
T=3x2mm	2
T=4 mm, abdom.	42
T=6.4x4.1	1
TA (4 x 2)	56
TA 8x5	2
TA, no molt	1
TESTES-5X2	1
TS (10x7)	3
TS (25 X 18)	1
TSL (10x5)	1
TSM=20x5	1
Test. : 2mm	1
Testes (9-7)	1
Testes 10x5	1
Testes each 8.0 x 3.0mm.	1
Testes: L 1.5 x 1, R 1.5 x 1 mm	1
Testes: L 12 x 6, R 9 x 4 mm	1
Testes: L 13 x 7 mm, R 10 x 6 mm	1
Testes: L 2 x 1.5 mm, R 2.5 x 1.2 mm	1
Testes: L 4 x 2.5 mm, R 3 x 2 mm	1
Testicules 13 x 7 mm	2
Testicules gris blanc.	8
Testicules punctiformes.	6
Testis R: 8x4mm	1
VC, 1L,1R, 38 mm	1
VC, 3 embs, 1L, 2R, 7 mm, mammae large	1
