"lifeStage","reps"
"adult; 0 yr 3 mo 14 day",$1.00
"adult; 0 yr 7 mo 21 day",$1.00
"adult; 0.5 yr",$4.00
"adult; 0.5 yr ?",$1.00
"adult; 1 C yr",$44.00
"ADULT; 1 MALE",$1.00
"ADULT; 1 MALE, 10 FEM",$1.00
"adult; 1 mo 17 day",$1.00
"adult; 1 year 5 mo 9 day",$1.00
"adult; 1 yr",$63.00
"adult; 1 yr 19 day",$1.00
"adult; 1 yr 2 mo",$1.00
"adult; 1 yr 2 mo 21 day",$1.00
"adult; 1 yr 6 mo",$1.00
"adult; 1 yr 7 mo",$1.00
"adult; 1 yr 7 mo 21 day",$1.00
"adult; 1 yr 8 mo",$1.00
"adult; 1 yr 8 mo 4 day",$1.00
"adult; 1 yr 8.5 mo",$19.00
"adult; 1 yr 9 day",$1.00
"adult; 1 yr 9 mo 5 day",$1.00
"adult; 1.5 C yr",$2.00
"adult; 1.5 to 2.5 yr",$1.00
"adult; 1.5 yr",$129.00
"adult; 1.5 yr ?",$1.00
"adult; 10 C yr",$3.00
"adult; 10 mo",$4.00
"adult; 10 mo 10 day",$1.00
"adult; 10 mo 12 day",$1.00
"adult; 10 mo 13 day",$1.00
"adult; 10 mo 13 V day",$1.00
"adult; 10 mo 19 C day",$1.00
"adult; 10 mo 19 day",$1.00
"adult; 10 mo 2 wk",$1.00
"adult; 10 mo 22 day",$1.00
"adult; 10 mo 28 day",$1.00
"adult; 10 mo 3 day",$2.00
"adult; 10 mo 7 day",$2.00
"adult; 10 mo 7-8 day",$1.00
"adult; 10 mo 8 day",$1.00
"adult; 10 mo 9 C day",$1.00
"adult; 10 years",$1.00
"adult; 10 yr",$2.00
"adult; 10 yr 10 mo 16 day",$1.00
"adult; 10 yr 7 mo 9 day",$1.00
"adult; 10 yr 8.5 mo",$1.00
"adult; 10.5 yr",$1.00
"adult; 10.5-12.5 yr",$2.00
"adult; 100 day",$3.00
"adult; 101 day",$4.00
"adult; 102 day",$4.00
"adult; 103 day",$1.00
"adult; 104 day",$3.00
"adult; 105 day",$2.00
"adult; 106 day",$2.00
"adult; 107 day",$4.00
"adult; 108 day",$1.00
"adult; 109 day",$2.00
"adult; 11 C mo 9 day",$1.00
"adult; 11 day",$2.00
"ADULT; 11 MALE, 9 FEM",$1.00
"adult; 11 mo",$2.00
"adult; 11 mo 12 day",$1.00
"adult; 11 mo 14 day",$1.00
"adult; 11 mo 16 day",$2.00
"adult; 11 mo 20 day",$1.00
"adult; 11 mo 21 day",$1.00
"adult; 11 mo 22 day",$1.00
"adult; 11 mo 24 C day",$1.00
"adult; 11 mo 24 day",$2.00
"adult; 11 mo 6 day",$1.00
"adult; 11 mo 7 day",$1.00
"adult; 11 mo 8 C day",$2.00
"adult; 11 mo 8 day",$2.00
"adult; 11 mo 9 day",$1.00
"adult; 11 yr 0 mo 15 day",$1.00
"adult; 11 yr 5 mo 0 day",$1.00
"adult; 11 yr 8 mo 8 day",$1.00
"adult; 110 day",$1.00
"adult; 111 day",$2.00
"adult; 112 day",$3.00
"adult; 113 day",$3.00
"adult; 114 day",$1.00
"adult; 115 day",$1.00
"adult; 116 day",$1.00
"adult; 117 day",$9.00
"adult; 118 day",$2.00
"adult; 119 day",$2.00
"adult; 12 C mo",$3.00
"adult; 1-2 C yr",$2.00
"ADULT; 12 FEMALE*, 18",$1.00
"adult; 12 mo",$34.00
"adult; 12 mo 14 day",$1.00
"adult; 12 mo 2 day",$1.00
"adult; 12 mo 29 day",$1.00
"adult; 12 yr",$4.00
"adult; 12 yr 1 mo 15 day",$1.00
"adult; 12 yr 10 mo",$1.00
"adult; 12 yr 11 mo 8 day",$1.00
"adult; 12 yr 5 mo 14 day",$1.00
"adult; 12 yr 8 mo 28 day",$1.00
"adult; 12 yr or more",$1.00
"adult; 12+ mo",$1.00
"adult; 121 day",$1.00
"adult; 122 day",$4.00
"adult; 123 day",$1.00
"adult; 124 day",$1.00
"adult; 125 day",$3.00
"adult; 126 day",$3.00
"adult; 127 day",$1.00
"adult; 128 day",$4.00
"adult; 129 day",$1.00
"adult; 13 C mo",$1.00
"adult; 13 c yr",$1.00
"adult; 13 day",$5.00
"adult; 13 mo 16 day",$2.00
"adult; 13 mo 19 day",$1.00
"adult; 13 mo 2 day",$1.00
"adult; 13 mo 20 day",$2.00
"adult; 13 mo 21 day",$1.00
"adult; 13 mo 22 day",$3.00
"adult; 13 mo 23 day",$1.00
"adult; 13 mo 25 day",$1.00
"adult; 13 mo 26 day",$2.00
"adult; 13 mo 3 day",$3.00
"adult; 13 mo 8 day",$1.00
"adult; 13 yr 1 mo 13 day",$1.00
"adult; 13 yr 1 mo 19 day",$1.00
"adult; 13 yr 7 mo 22 day",$1.00
"adult; 130 day",$2.00
"adult; 131 day",$1.00
"adult; 132 day",$4.00
"adult; 134 day",$1.00
"adult; 135 day",$1.00
"adult; 136 day",$2.00
"adult; 137 day",$1.00
"adult; 138 day",$2.00
"adult; 139 day",$6.00
"adult; 14 C mo",$2.00
"adult; 14 C yr",$1.00
"adult; 14 day",$9.00
"adult; 14 mo 1 day",$1.00
"adult; 14 mo 11 day",$3.00
"adult; 14 mo 12 day",$1.00
"adult; 14 mo 2 day",$1.00
"adult; 14 mo 20 day",$1.00
"adult; 14 mo 22 day",$1.00
"adult; 14 mo 3 day",$1.00
"adult; 14 mo 5 day",$1.00
"adult; 14 mo 6 day",$1.00
"adult; 14 mo 8 day",$1.00
"adult; 14 yr",$3.00
"adult; 14 yr 1 mo 21 day",$1.00
"adult; 14.5 yr",$1.00
"adult; 142 day",$2.00
"adult; 143 day",$2.00
"adult; 144 day",$2.00
"adult; 145 day",$4.00
"adult; 146 day",$3.00
"adult; 147 day",$1.00
"adult; 148 day",$1.00
"adult; 149 day",$2.00
"adult; 15 day",$5.00
"adult; 15 mo 1 day",$1.00
"adult; 15 mo 10 day",$2.00
"adult; 15 mo 11 day",$1.00
"adult; 15 mo 26 day",$1.00
"adult; 15 mo 3 day",$1.00
"adult; 15 yr",$1.00
"adult; 15 yr 6 mo 17 day",$1.00
"adult; 15 yr 7 mo 28 day",$1.00
"adult; 15 yr 8 mo 19 day",$1.00
"adult; 15 yr, 3 mo, 27 day",$1.00
"adult; 15+ yr",$7.00
"adult; 151 day",$5.00
"adult; 152 day",$1.00
"adult; 154 day",$1.00
"adult; 155 day",$1.00
"adult; 156 day",$2.00
"adult; 157 day",$2.00
"adult; 159 day",$1.00
"adult; 16 C yr",$2.00
"adult; 16 day",$5.00
"adult; 16 mo",$4.00
"adult; 16 mo 19 day",$1.00
"adult; 16 mo 24 day",$1.00
"adult; 16 mo 7 day",$1.00
"adult; 16 yr",$1.00
"adult; 16 yr 0 mo 24 day",$1.00
"adult; 16 yr 1 mo 6 day",$1.00
"adult; 16 yr 2 mo 6 day",$1.00
"adult; 16 yr 9 mo 15 day",$1.00
"adult; 160 day",$3.00
"adult; 162 day",$1.00
"adult; 163 day",$5.00
"adult; 164 day",$4.00
"adult; 165 day",$1.00
"adult; 168 day",$3.00
"adult; 169 day",$2.00
"adult; 17 C mo",$1.00
"adult; 17 day",$10.00
"adult; 17 mo 14 day",$1.00
"adult; 17 mo 3 day",$1.00
"adult; 17 mo 6 day",$1.00
"adult; 17 yr",$1.00
"adult; 17 yr 1 mo 24 day",$1.00
"adult; 17 yr 10 mo 10 day",$1.00
"adult; 17 yr 10 mo 27 day",$1.00
"adult; 17 yr 2 mo 25 day",$1.00
"adult; 17 yr 2 mo 3 day",$1.00
"adult; 17 yr7 mo 28 day",$1.00
"adult; 170 day",$1.00
"adult; 173 day",$1.00
"adult; 177 day",$1.00
"adult; 178 day",$1.00
"adult; 179 day",$1.00
"adult; 18 C mo",$3.00
"adult; 18 C yr",$3.00
"adult; 18 day",$9.00
"adult; 18 mo",$2.00
"adult; 18 mo 4 day",$1.00
"adult; 18 years old",$1.00
"adult; 18 yr",$1.00
"adult; 18 yr 0 mo 28 day",$1.00
"adult; 18 yr 9 mo 12 day",$1.00
"adult; 180 day",$1.00
"adult; 183 day",$2.00
"adult; 184 day",$1.00
"adult; 186 day",$1.00
"adult; 187 day",$1.00
"adult; 189 day",$3.00
"adult; 19",$1.00
"adult; 19 day",$20.00
"ADULT; 19 FEMALE*, 29",$1.00
"adult; 19 mo 19 day",$1.00
"adult; 19 mo 23 day",$1.00
"adult; 19 mo 29 day",$1.00
"adult; 19 yr 0 mo 10 day",$1.00
"adult; 19 yr 1 mo 28 day",$1.00
"adult; 19 yr 19 day",$1.00
"adult; 190 day",$1.00
"adult; 191 day",$1.00
"adult; 192 day",$1.00
"adult; 193 day",$2.00
"adult; 194 day",$1.00
"adult; 195 day",$1.00
"adult; 196 day",$2.00
"adult; 198 day",$2.00
"adult; 199 day",$1.00
"adult; 2 C yr",$14.00
"ADULT; 2 FEMALE; 2 MA",$1.00
"ADULT; 2 MALE",$1.00
"ADULT; 2 MALE, 1 FEMA",$1.00
"adult; 2 mo",$1.00
"adult; 2 mo 20 day",$2.00
"adult; 2 mo 21 day",$1.00
"adult; 2 mo 23 day",$1.00
"adult; 2 mo 9 day",$3.00
"adult; 2 yr",$116.00
"adult; 2 yr 0 mo 22 day",$1.00
"adult; 2 yr 0 mo 7 day",$1.00
"adult; 2 yr 1 mo",$1.00
"adult; 2 yr 2 mo",$1.00
"adult; 2 yr 3 mo 24 day",$1.00
"adult; 2 yr 5 mo 22 day",$1.00
"adult; 2 yr 6 mo 5 day",$1.00
"adult; 2 yr 8 mo",$1.00
"adult; 2 yr 8.5 mo",$17.00
"adult; 2 yr 9 mo",$3.00
"adult; 2.5 yr",$128.00
"adult; 2.5 yr ?",$1.00
"adult; 2.5 yr?",$1.00
"adult; 2+ yr",$1.00
"adult; 20 C yr",$1.00
"adult; 20 day",$9.00
"adult; 20 yr 7 mo 1 day",$1.00
"adult; 201 day",$1.00
"adult; 203 day",$1.00
"adult; 206 day",$4.00
"adult; 209 day",$4.00
"adult; 21 day",$17.00
"adult; 21 yr",$2.00
"adult; 210 day",$1.00
"adult; 213 day",$1.00
"adult; 214 day",$1.00
"adult; 216 day",$2.00
"adult; 219 day",$1.00
"adult; 22 day",$8.00
"adult; 22 yr",$1.00
"adult; 221 day",$4.00
"adult; 222 day",$1.00
"adult; 223 day",$1.00
"adult; 31 yr",$1.00
"adult; 313 day",$1.00
"adult; 316 day",$1.00
"adult; 318 day",$1.00
"adult; 32 + yr",$1.00
"adult; 32 day",$5.00
"adult; 320 day",$3.00
"adult; 322 day",$4.00
"adult; 324 day",$1.00
"adult; 327 day",$1.00
"adult; 33 day",$11.00
"adult; 330 day",$1.00
"adult; 331 day",$1.00
"adult; 332 day",$4.00
"adult; 333 day",$1.00
"adult; 34 day",$6.00
"adult; 34 mo",$1.00
"adult; 3-4 yr",$1.00
"adult; 340 day ?",$1.00
"adult; 342 day",$1.00
"adult; 343 day",$1.00
"adult; 344 day",$3.00
"adult; 345 day",$2.00
"adult; 346 day",$6.00
"adult; 348 day",$1.00
"adult; 349 day",$1.00
"adult; 35 day",$4.00
"adult; 350 day",$2.00
"adult; 356 day",$2.00
"adult; 357 day",$1.00
"adult; 358 day",$1.00
"adult; 36 day",$4.00
"adult; 36 wk",$2.00
"adult; 360 day",$1.00
"adult; 361 C day",$1.00
"adult; 361 day",$2.00
"adult; 363 day",$1.00
"adult; 364 day",$2.00
"adult; 366 day",$1.00
"adult; 367 day",$1.00
"adult; 37 day",$4.00
"adult; 373 day",$1.00
"adult; 379 day",$1.00
"adult; 38 day",$1.00
"adult; 383 day",$1.00
"adult; 385 day",$2.00
"adult; 387 day",$1.00
"adult; 389 day",$1.00
"adult; 39 day",$3.00
"adult; 390 day",$1.00
"adult; 393 day",$2.00
"adult; 394 day",$4.00
"adult; 395 day",$1.00
"adult; 398 day",$2.00
"adult; 399  CD AY",$1.00
"adult; 399 C day",$151.00
"adult; 399 day",$1.00
"adult; 4 C yr",$2.00
"adult; 4 mo",$2.00
"adult; 4 mo 28 day",$1.00
"adult; 4 mo 29 day",$1.00
"adult; 4 mo 5 day",$1.00
"adult; 4 yr",$27.00
"adult; 4 yr 10 mo 13 day",$1.00
"adult; 4 yr 2 mo",$1.00
"adult; 4 yr 4 mo",$1.00
"adult; 4 yr 5 mo",$1.00
"adult; 4 yr 6 mo",$1.00
"adult; 4 yr 7 mo",$1.00
"adult; 4 yr 7 mo 16 day",$1.00
"adult; 4 yr 7 mo 9 day",$1.00
"adult; 4 yr 8 mo",$1.00
"adult; 4 yr 8.5 mo",$5.00
"adult; 4.5 mo",$1.00
"adult; 4.5 yr",$46.00
"adult; 4.5 yr ?",$2.00
"adult; 40 day",$3.00
"adult; 40+ years",$1.00
"adult; 400 day",$1.00
"adult; 402 day",$1.00
"adult; 404 C day",$1.00
"adult; 405 day",$1.00
"adult; 407 day",$2.00
"adult; 41 day",$6.00
"adult; 41 yr 5 mo 14 day",$1.00
"adult; 412 day",$1.00
"adult; 416 day",$1.00
"adult; 418 day",$1.00
"adult; 419 day",$1.00
"adult; 42 day",$3.00
"adult; 420 day",$1.00
"adult; 422 day",$1.00
"adult; 43 day",$7.00
"adult; 430 day",$4.00
"adult; 439 day",$1.00
"adult; 44 C day",$1.00
"adult; 44 day",$8.00
"adult; 44 yr 6 mo 15 day",$1.00
"adult; 440 day",$2.00
"adult; 441 day",$2.00
"adult; 447 day",$1.00
"adult; 4-5 C yr",$1.00
"adult; 45 day",$5.00
"adult; 4-5 yr",$1.00
"adult; 450 day",$1.00
"adult; 452 day",$2.00
"adult; 453 day",$1.00
"adult; 458 day",$1.00
"adult; 46 C yr",$1.00
"adult; 46 day",$3.00
"adult; 461 day",$1.00
"adult; 463 day",$1.00
"adult; 466 day",$1.00
"adult; 469 day",$1.00
"adult; 47 day",$2.00
"adult; 474 day",$1.00
"adult; 475 day",$1.00
"adult; 476 day",$1.00
"adult; 477 day",$1.00
"adult; 48 day",$3.00
"adult; 48 yr 1 mo 19 day",$1.00
"adult; 482 day",$1.00
"adult; 486 day",$1.00
"adult; 488 day",$2.00
"adult; 49 day",$2.00
"adult; 490 day",$1.00
"adult; 493 day",$1.00
"adult; 497 day",$1.00
"adult; 499 C day",$8.00
"adult; 499 day",$1.00
"adult; 5 mo",$14.00
"adult; 5 mo 12 day",$2.00
"adult; 5 mo 5 day",$2.00
"adult; 5 year 9 mo 1 day",$1.00
"adult; 5 yr",$18.00
"adult; 5 yr 0 mo 21 day",$1.00
"adult; 5 yr 0 mo 5 day",$1.00
"adult; 5 yr 11 mo 5 day",$1.00
"adult; 5 yr 2 mo 26 day",$1.00
"adult; 5 yr 6 mo",$1.00
"adult; 5 yr 8.5 mo",$7.00
"adult; 5.5 yr",$11.00
"adult; 5.5 yr ?",$1.00
"adult; 5.5-6.5 yr",$22.00
"adult; 5.5-6.5 yr ?",$4.00
"adult; 50 day",$11.00
"adult; 504 day",$1.00
"adult; 506 day",$1.00
"adult; 51 day",$8.00
"adult; 511 day",$1.00
"adult; 512 day",$1.00
"adult; 516 day",$2.00
"adult; 518 day",$1.00
"adult; 52 day",$3.00
"adult; 521 day",$1.00
"adult; 523 day",$1.00
"adult; 524 day",$1.00
"adult; 525 day",$3.00
"adult; 526 day",$1.00
"adult; 527 day",$1.00
"adult; 530 day",$1.00
"adult; 531 day",$1.00
"adult; 539 day",$1.00
"adult; 54 day",$7.00
"adult; 542 day",$1.00
"adult; 546 day",$1.00
"adult; 547 day",$1.00
"adult; 55 day",$5.00
"adult; 552 day",$1.00
"adult; 554 day",$2.00
"adult; 558 day",$1.00
"adult; 56 day",$6.00
"Adult; 5-6 Weeks old.",$1.00
"adult; 564 day",$1.00
"adult; 567 day",$1.00
"adult; 57 day",$4.00
"adult; 573 day",$1.00
"adult; 58 day",$6.00
"adult; 584 day",$2.00
"adult; 59 day",$11.00
"adult; 591 day",$1.00
"adult; 595 day",$1.00
"adult; 599 C day",$2.00
"adult; 6 C yr",$1.00
"adult; 6 mo",$34.00
"adult; 6 mo 18 day",$1.00
"adult; 6 mo 20 day",$1.00
"adult; 6 mo 23 day",$1.00
"adult; 6 mo 4 day",$1.00
"adult; 6 years",$1.00
"adult; 6 yr",$15.00
"adult; 6 yr 4 mo 17 day",$1.00
"adult; 6 yr 4 mo 23 day",$1.00
"adult; 6 yr 5 mo 20 day; born 19920602",$1.00
"adult; 6 yr 7 mo 11 day",$1.00
"adult; 6 yr 8.5 mo",$2.00
"adult; 6.5 + yr",$1.00
"adult; 6.5-8.5 yr",$6.00
"adult; 60 day",$1.00
"adult; 600 day",$1.00
"adult; 61 day",$10.00
"adult; 613 day",$1.00
"adult; 62 day",$10.00
"adult; 63 day",$10.00
"adult; 635 day",$1.00
"adult; 64 day",$3.00
"adult; 649 day",$2.00
"adult; 65 day",$2.00
"adult; 66 day",$2.00
"adult; 660 day",$1.00
"adult; 665 day",$1.00
"adult; 665 day ?",$1.00
"adult; 67 day",$2.00
"adult; 674 day",$1.00
"adult; 68 day",$7.00
"adult; 6-8 yr",$11.00
"adult; 6-8 yr ?",$5.00
"adult; 682 day",$1.00
"adult; 69 day",$2.00
"adult; 7 mo",$1.00
"adult; 7 mo 1 day",$1.00
"adult; 7 mo 19 day",$1.00
"adult; 7 mo 20 day",$1.00
"adult; 7 mo 4 day",$1.00
"adult; 7 mo 8 day",$2.00
"adult; 7 year 10 mo 30 day",$1.00
"adult; 7 yr",$6.00
"adult; 7 yr 0 mo 6 day",$1.00
"adult; 7 yr 4 mo 8 day",$1.00
"adult; 7 yr 8.5 mo",$1.00
"adult; 7 yr 9 mo 0 day",$1.00
"adult; 7.5 yr",$1.00
"adult; 70 day",$4.00
"adult; 71 day",$4.00
"adult; 714 day",$1.00
"adult; 72 day",$2.00
"adult; 735 day",$1.00
"adult; 74 day",$3.00
"adult; 747 day",$1.00
"adult; 749 day",$1.00
"adult; 75 day",$3.00
"adult; 758 day",$1.00
"adult; 76 day",$7.00
"adult; 77 day",$5.00
"adult; 773 day",$1.00
"adult; 7-8 C yr",$1.00
"adult; 78 day",$3.00
"adult; 785 day",$1.00
"adult; 79 day",$3.00
"adult; 8 mo",$1.00
"adult; 8 mo 9 day",$1.00
"adult; 8 yr 0 mo 12 day",$1.00
"adult; 8 yr 2 mo 1 day",$2.00
"adult; 8 yr 4 mo 3 day",$1.00
"adult; 8 yr 6 mo",$1.00
"adult; 8 yr 8.5 mo",$1.00
"adult; 8 yr 9 mo",$1.00
"adult; 8.5 mo",$46.00
"adult; 8.5 yr",$4.00
"adult; 8.5-10.5 yr",$1.00
"adult; 8.5-11.5 yr",$1.00
"adult; 80 day",$3.00
"adult; 802 day",$1.00
"adult; 81 day",$4.00
"adult; 811 day",$1.00
"adult; 8-11 yr",$18.00
"adult; 8-11 yr ?",$3.00
"adult; 818 day",$1.00
"adult; 82 day",$8.00
"adult; 820 day",$1.00
"adult; 827 day",$1.00
"adult; 83 day",$1.00
"adult; 84 day",$2.00
"adult; 85 day",$9.00
"adult; 86 day",$3.00
"adult; 87 day",$4.00
"adult; 88 day",$1.00
"adult; 89 day",$5.00
"adult; 8-9 yr",$1.00
"adult; 9 C mo",$1.00
"adult; 9 C yr",$2.00
"adult; 9 mo",$4.00
"adult; 9 mo ?",$1.00
"adult; 9 mo 11 day",$1.00
"adult; 9 mo 13 C day",$1.00
"adult; 9 mo 27 day",$1.00
"adult; 9 mo 5 day",$1.00
"adult; 9 yr",$6.00
"adult; 9 yr 10 mo 26 day",$1.00
"adult; 9 yr 4 mo 5 day",$1.00
"adult; 9 yr 8.5 mo",$1.00
"adult; 90 day",$3.00
"adult; 902 day",$1.00
"adult; 9-11 yr",$1.00
"adult; 92 day",$2.00
"adult; 924 day",$1.00
"adult; 93 day",$7.00
"adult; 95 day",$4.00
"adult; 96 day",$6.00
"adult; 97 day",$3.00
"adult; 98 day",$6.00
"adult; 99 day",$1.00
"adult; 995 day",$1.00
"adult; acanthellas",$1.00
"Adult; Adult",$6041.00
"adult; adult (queen)",$2.00
"adult; adult, juvenile",$1.00
"Adult; Adult; Adult",$91.00
"Adult; Adult; Adult; Adult",$42.00
"Adult; Adult; Adult; Adult; Adult",$2.00
"Adult; Adult; Adult; Adult; Larva",$1.00
"Adult; Adult; Adult; Nymph",$2.00
"adult; adult; adult;;",$1.00
"adult; adult; eggs",$4.00
"adult; adult; embryo",$2.00
"Adult; Adult; Exuviae",$1.00
"Adult; Adult; Exuviae; Adult",$1.00
"Adult; Adult; Exuviae; Exuviae",$1.00
"adult; adult; immature",$6.00
"adult; adult; juvenile",$6.00
"Adult; Adult; Larva",$3.00
"adult; adult; larvae",$16.00
"adult; adult; microfilaria",$1.00
"adult; adult; microfilariae",$14.00
"Adult; Adult; Nymph",$2.00
"Adult; Adult; Nymph; Adult",$1.00
"Adult; Adult; Nymph; Nymph",$2.00
"Adult; Adult; Pupa",$91.00
"Adult; Adult; Pupa; Egg",$3.00
"Adult; Adult; Pupa; Larva",$1.00
"Adult; Adult; Pupa; Larvae",$29.00
"Adult; Adult; Pupa; Larvae; Egg",$5.00
"adult; adult; subadult",$1.00
"adult; adult; young",$2.00
"adult; adult; young;;;",$1.00
"adult; adult;;",$11.00
"adult; adult;;;",$4.00
"adult; adult;;; juvenile",$1.00
"adult; age unknown",$2.00
"adult; C 11 yr 6 mo 9 day",$1.00
"adult; C18 yr",$1.00
"Adult; Calf",$3.00
"adult; cementum-0",$34.00
"adult; cementum-1",$160.00
"adult; cementum-10",$5.00
"adult; cementum-12",$1.00
"adult; cementum-2",$82.00
"adult; cementum-2, range 1-2",$1.00
"adult; cementum-2, range 2-3",$1.00
"adult; cementum-3",$34.00
"adult; cementum-3, range 2-4",$1.00
"adult; cementum-3, range 3-4",$2.00
"adult; cementum-4",$12.00
"adult; cementum-4, range 3-5",$1.00
"adult; cementum-5",$11.00
"adult; cementum-5, range 4-5",$1.00
"adult; cementum-5, range 4-6",$1.00
"adult; cementum-6",$9.00
"adult; cementum-7",$5.00
"adult; cementum-7, range 6-8",$1.00
"adult; cementum-8",$6.00
"adult; cementum-9",$2.00
"adult; copepodid",$1.00
"adult; copepodid V;;",$1.00
"adult; cystacanth",$1.00
"adult; cystacanths",$1.00
"adult; dark morph",$1.00
"adult; deutonymph",$1.00
"adult; egg",$9.00
"adult; egg brood",$1.00
"adult; egg(s)",$2.00
"adult; egg; immature",$1.00
"Adult; eggs",$4.00
"adult; embryo",$21.00
"adult; embryos",$4.00
"Adult; exuviae",$2.00
"Adult; Exuvium",$14.00
"ADULT; FEMALE",$6.00
"Adult; Fetus",$1.00
"adult; foetus",$1.00
"ADULT; GRAVID FEMALE",$1.00
"adult; hatchlings",$1.00
"adult; immature",$1661.00
"Adult; Immature; Nymph",$1.00
"Adult; Immature; Pupa",$1.00
"adult; immature;;",$1.00
"adult; juvenile",$173.00
"adult; juvenile; copepodid & nauplii; nauplius",$1.00
"adult; juvenile;;",$1.00
"Adult; juveniles",$3.00
"adult; L4",$1.00
"Adult; Lactating",$1.00
"adult; larva",$65.00
"adult; larva; pupa",$6.00
"adult; larvae",$109.00
"ADULT; MALE",$7.00
"ADULT; MANY GRAVID",$1.00
"adult; mature",$4.00
"adult; metacercariae",$2.00
"adult; microfilariae",$5.00
"adult; more than 12 yr",$1.00
"Adult; Nymph",$34.00
"Adult; Nymph; Exuvia",$2.00
"adult; ofspring of 100783",$1.00
"adult; old",$5.00
"adult; old, teeth worn and broken",$1.00
"Adult; oss. Complete",$2.00
"adult; over-winter",$12.00
"adult; ovigerous",$1.00
"adult; pouch young",$1.00
"Adult; Pregnant",$1.00
"adult; pupa",$139.00
"adult; pupa; larva",$4.00
"Adult; Pupa; Larvae",$4.00
"Adult; pupal exuvia",$11.00
"adult; pupal exuvium",$1.00
"adult; pupal skin",$34.00
"adult; Rudd's age class 3",$16.00
"adult; Rudd's age class 3-",$67.00
"adult; Rudd's age class 3+",$24.00
"adult; Rudd's age class 4",$2.00
"adult; Rudd's age class 4-",$15.00
"adult; see er",$2.00
"Adult; skull  oss.",$1.00
"Adult; Skull 100% oss.",$20.00
"Adult; skull completely oss.",$1.00
"ADULT; SKULL COMPLETELY OSSIFIED",$2.00
"Adult; skull double",$1.00
"Adult; skull fully oss.",$27.00
"adult; skull fully ossified",$5.00
"adult; skull fully pneumatized",$1.00
"Adult; skull oss.",$368.00
"Adult; skull ossified",$1.00
"Adult; skull well oss.",$2.00
"Adult; skull well-oss.",$1.00
"adult; subadult",$8.00
"adult; teneral",$7.00
"adult; very old",$1.00
"Adult; Wings Alate",$1664.00
"Adult; Wings Alatoid",$1.00
"Adult; Wings Apterous",$1579.00
"Adult; Wings Brachypterous",$2.00
"Adult; Wings Unknown",$3.00
"adult; young",$1.00
"adult; young of the year",$1.00
"adult; young of year",$5.00
"adult;;",$223.00
"adult;; adult",$1.00
"adult;; larvae",$1.00
"Adult;;;",$4.00
"Adult;;;;",$1.00
"adult?",$309.00
"adult? immature",$1.00
"adult`",$4.00
"Adult+",$1.00
"adult1",$2.00
"adult11.1 g",$1.00
"Adulte",$14501.00
"Adulte ?",$29.00
"adulte + juvenile",$4.00
"adulte ��cras��",$3.00
"adulte et juvenile",$12.00
"adulte et oeufs",$2.00
"adulte et subadulte",$1.00
"adulte&embryons",$1.00
"adulte, t��tards",$156.00
"adultes",$8.00
"adultes, t��tard",$1.00
"adult-gravid",$4.00
"Adultl",$2.00
"Adulto",$59785.00
"ADULTRSC",$1.00
"Adults",$2428.00
"ADULTS & AMMOCETES",$1.00
"adults & brood",$2.00
"adults & juveniles",$11.00
"adults & juveniles sex unknown",$1.00
"adults & juveniles, sex unknown",$51.00
"adults & larvae",$1.00
"adults | nestlings",$2.00
"adults + eggs",$4.00
"adults + juvenilles",$2.00
