disposition,reps
Exch. with Meinerzhagen June 1924,1
66,1
"Exchanged to H.B. Haugh, Ontario, Canada, Jan 1968",1
"Exch. to Australian Mus.&New S. Wales,Australia, 2",1
Given in exchange to Phila. Acad. Science Feb 1938,1
"Exch. with E. Lehn Schioler, Sent Jan. 1927",1
Fla. St. University,1
"Exch. with Berlin Zoological Mus., Nov 1,1930",1
"Sent in exchange to Nat. Mus., New Zealand 6 Feb 1",2
"Sent in exchange to the Australian Museum, Sept 19",1
"Given in exchange to Paris Museum, June 11, 1923",1
"Exch. Phila,Acad,Nat.,Sci.",1
Exch. with Berlin Museum July 1936,1
"Exchange to N. Car. State Museum, 1/1989",1
"Given in exchange to W.H. Phelps, Caracas, Ven.",1
"Exch. Birdcraft Sanctuay, Conn. March 1923",1
"Given in exchange to Acad.Nat'l Sciences, October",1
in external collection,1
"Sent to Berlin Museum, april 21, 1955",1
"Exch. with Dr. Stresemann, Berlin Museum-May 1927",1
"Exch. with Brit. Mus., Jun 1930",1
"Ex. with John Whitehead, 12 Sep 1890",1
"Duplicate sent to Bombay Nat. Hist. Coc., March 19",1
Presented to Dr. L.C. Sanford,1
Exch. with Imp.Col.Agr. Japan  Oct.'08,1
Exch. Darthmouth College Museum - 31 May 1951,1
"Given in exchange to Field Museum Nat'l Hist., Jul",1
"Exch. New Mex. State Univ., Apr 1975",1
"Exch. to U.S. National Museum, Jam 1932",1
"Discarded, 18 Nov 1975",1
"Exch. sent to Cleveland Mus Jan 6, 1932",1
Spec. exchanged to Rothschild renumbered 594912 wh,1
"Gift to Radford Coll. Va. Jan 1, 1962",1
"Ex. with Carlos Reeds, Mendoza, 9 Feb 1917",1
"Exchanged J.I. Nichols Feb.1,1907",1
"Exchanged with Prof. Wm. W. Marshall, I. of Minnes",1
Exchange to Museum of New Zealand Wellington - 200,1
"Exch. Neterstrom Ostersund, Sweden  June 1, 54",1
Exchanged A.M. Peklo - Russia,1
"Sent in exch. to Tahiti Mus., May 1928",1
Given in exch. to E. Lehn Schioler-Copenhagen-Aug,1
Exch. to Su.S. National Museum Jan 1932,1
Exch.-Dr. Stresemann-Berlin Museum-May 1927,1
Exchange to Museo de Zoologia Univ. Nat. Aut. de M,1
Exch.-Senekenberg Museum-Dec 1926,1
"Exchanged with L.A. Fuertes, Dec 1925",1
Discarded 21 Sep 1954 JF,1
"Exch. W.F.H Rosenberg, Sept 1921",1
"Exchanged to U. of Fla., 7/19/63",1
"Ex. with Walter Koelz, April 26,-University of Mic",1
"Exchanged with A.W. Anthony, 15 Dec 1893",1
"Exchanged to Rolf Grantsau, Parque Terranbva, S.B.",1
"Exchange with Cleveland Mus., Feb 1926",1
Exch for Drymocichla incana 160935,1
Sent To Barro Colorado 1926,1
Exch. to Rothschild Mus. and when returned to AMNH,1
"Sent to Colo. Mus. of Nat. Hist., Denver, Colo., N",1
"Destroyed by insects, Aug 192[illeg]",1
"Discarded from Coll., 21 Oct 1931",1
"to LSU, April 1967",1
Exchanged with Carnegie Musuem: 17 Ma[illeg] 1939,1
