behavior,reps
AVES-074552,1
AVES-105358,1
AVES-100744,1
AVES-092298,1
call; fly; scold,1
subsong; mate; forage; Social context: troop; Social context: mixed,1
Male & Female Hidden In Undergrowth,1
In Pond,1
Flock Of 8-10,1
Singing In A Bush,1
call; mechanical sound; bill drumming; copulate; forage,1
fly; flap; preen; perch,1
preen; scratch; stretch,1
perch; tail wag; carry food in bill,1
build nest; beg; call,1
swim; walk; forage,1
hover; perform courtship display; perch,1
hop; copulate; perform courtship display; perch,1
collect nest material; vocalize; care for young,1
call; depart; arrive; advertise; forage; Social context: colony; establish flock contact,1
call; song; advertise; mate; forage; Social context: mixed; establish flock contact,1
call; mechanical sound; emit alarm; Social context: herd; establish flock contact,1
drink; forage; fly,1
sit on nest; incubate; call,1
drink; eat,1
"tape NIA: 150-490, NIB: 0-164",1
Pair Near Nest W/ Nestlings,1
In Tree With 4 Others,1
Females Chase Off Males,1
"At First Spontaneous, Then Response To Playback",1
180',1
Strong Response to Playback of Call From Bird In F,1
"Perched, Open Woods",1
"Singing In The Canopy, Eight Individuals",1
AVES-072209,1
AVES-100769,1
AVES-092873,1
AVES-136253,1
AVES-105909,1
AVES-074399,1
AVES-094106,1
AVES-105345,1
AVES-071884,1
AVES-101824,1
AVES-025107,1
AVES-072179,1
Breeding Territory & Mobbing Turkey Vultures,1
AVES-095266,1
AVES-103380,1
AVES-092279,1
AVES-102612,1
"from same group as F 13364, 13366, 13367 & 13369",1
call; song; fly; flight song; advertise,1
perch; eat; take flight; land,1
perch; perform nest relief; brood; call,1
preen; call; beg,1
fly; watch,1
AVES-072245,1
stand; fly; call; land,1
run; flap; forage,1
song; dusk song; roost; Social context: family,1
call; copulate; lek; advertise; court,1
perform visual display; call; perch; tail flash,1
call; song; advertise; establish parent young contact; beg,1
Aggression/defense; forage; fly; call,1
stretch; perch; take flight,1
call; mechanical sound; beg; fly; perform visual display,1
call; mechanical sound; lek; advertise; court; perform visual display,1
flew to song post of V. funerea (ie. white bill & feet - male purp.).,1
stand; fly; land,1
AVES-059445,1
AVES-071825,1
AVES-071127,1
AVES-054716,1
AVES-065639,1
AVES-054575,1
AVES-100124,1
AVES-100346,1
AVES-103580,1
AVES-093066,1
AVES-136278,1
land; sit on nest; take flight; perch; brood,1
"Group Cw 19, Atypical Male & Female",1
Rain Forest Mountain,1
"Response to playback, moving towards recordist.",1
Collected with seven others in flock of 11-15.,1
with brood of 8 to 10,1
both birds silent and did not approach collector,1
near river bank,1
attacking collector,1
from a flock with several Common Redpolls and 1 Goldfinch,1
with Hermit Thrushes,1
Social context: flock; sit on nest; call,1
AVES-071672,1
advertise; call; song; dusk song,1
Aggression/defense; advertise; call; song; dawn song,1
eat; forage; flock; flush; fly; establish flock contact; call,1
eat; carry food in bill; take flight,1
stand; displace; be displaced,1
fly; walk; preen; perch,1
walk; fly; call,1
call; fly; forage; Social context: flock,1
forage; wade; call; Social context: flock,1
perch; scratch; Social context: flock,1
was feeding on ca. 5 mm berries in canopy tree,1
AVES-092635,1
AVES-074742,1
AVES-074571,1
AVES-101451,1
AVES-101530,1
AVES-094926,1
AVES-092637,1
AVES-075809,1
AVES-102363,1
AVES-071610,1
AVES-074721,1
AVES-074342,1
call; mechanical sound; advertise; court; lek,1
fly; call; forage; surface dive; land,1
arrive; depart; mechanical sound,1
brood; sit on nest; call; walk,1
call; preen; sit on nest,1
call; song; dawn song; mate; advertise; Social context: mixed,1
call; forage; beg; care for young; Social context: family,1
Social context: flock; perform visual display,1
stand; forage; preen; yawn,1
defecate; preen,1
tail flash; perch; song; wing flash,1
AVES-059486,1
Active. Flushed into brush pile below flood line.,1
along water edge; cypress pond,1
AVES-072424,1
AVES-059393,1
AVES-094702,1
AVES-103312,1
AVES-071907,1
AVES-103623,1
AVES-074469,1
AVES-074625,1
AVES-072803,1
Social context: colony; perch; care for young; call,1
AVES-075559,1
AVES-074827,1
AVES-101526,1
AVES-094575,1
AVES-074086,1
AVES-070053,1
AVES-072067,1
AVES-100361,1
AVES-092354,1
AVES-074026,1
AVES-102150,1
2 Birds (Pair) Got Separated,1
"Taken from nest hole with FHS 1 and FHS 2, kept captive overnight.",1
collected in air,1
taken with DJA 671,1
feeding with parents on Rabbit,1
"had 3 eggs, incubated",1
in covey of 5,1
Flew to singing male amampteryx,1
AVES-074115,1
AVES-072131,1
AVES-101185,1
"On Lab Roof, Single Male",1
AVES-105639,1
AVES-072783,1
AVES-101870,1
AVES-074416,1
AVES-094023,1
AVES-094261,1
AVES-101282,1
AVES-074005,1
AVES-093126,1
AVES-136498,1
AVES-075011,1
2 birds interacting,1
scratch; preen; call; stand,1
song; mechanical sound; mimicry; advertise; Social context: colony; establish flock contact,1
run; call; stand; swim,1
song; mechanical sound; bill drumming,1
stand; preen; walk; perform visual display,1
hatch; slither,1
call; mechanical sound; song; advertise; mate; care for young,1
forage; call; advertise,1
call; song; advertise; mate; court; scold,1
call; mechanical sound; song; lek; advertise,1
Several Chickadees Calling Among A Flock Of Eight,1
AVES-102631,1
Occasionally Flying Overhead,1
4-5 Birds In Tops Of 30' Oaks-Scolding?,1
2 Birds Responding To Playback,1
Feeding On New Buds,1
From High Up In Tree,1
Notes Prompted By Playback Of Prepared Tape,1
7 Individuals Calling,1
Spontaneous & Responding To Very Soft Tape,1
Hovering Near Hacking Station & On Hacking Station,1
Perched Up In Ornamental Tree,1
AVES-059602,1
AVES-100905,1
AVES-074264,1
AVES-071751,1
AVES-075788,1
AVES-094312,1
AVES-074955,1
AVES-100229,1
AVES-074829,1
AVES-094101,1
AVES-092479,1
AVES-094879,1
AVES-105659,1
AVES-054884,1
AVES-101241,1
AVES-101620,1
AVES-072770,1
AVES-074301,1
AVES-105881,1
AVES-103619,1
AVES-101644,1
AVES-100535,1
AVES-074880,1
AVES-102306,1
when flushed bird ran off of nest in mouselike manner,1
From Shrubbery Along Road,1
Seems To Have Food In Its Bill,1
Male And Female; Male Feeds Female,1
"Group Hw 1, 14; Jjr I,L Group ), This Cut Is A Con",1
Singing Perched Then Flying To Another Perch & Sin,1
undisturbed,1
One Individual At Edge Of Small Brook,1
"Atypical Female, He-6 Group",1
collected as a pair with MH 03,1
ice edge,1
in air near flowering Miconia,1
AVES-094026,1
"song mimics L-rubricata, cassette A98. Tape 9B: 210-282.",1
crossing road near mixed forest swamp,1
AVES-071109,1
AVES-100134,1
AVES-103177,1
AVES-072785,1
AVES-074226,1
AVES-101856,1
AVES-074638,1
AVES-093900,1
Recordist Gets Right Under Bird,1
song; dawn song; court,1
call; mechanical sound; duet; dawn song; depart; flush; fly; Social context: colony,1
song; scold; perform visual display,1
call; fly; roost; Social context: colony,1
mechanical sound; song; flush; lek; advertise; court,1
"Calling From Perches 40-80' Off Ground, Mostly In",1
Foraging On The Ground,1
Disturbed At Cattle,1
Thicket Edge Of Forest,1
Perched Midway,1
High W/ Mixed Flock,1
song; call; mate; establish parent young contact; care for young,1
Apparently Patrolling,1
Group Chorus (Loosely Associated),1
Wing Flapping,1
10' Up In Oak Saplings,1
Singing In Palm 25 M W Of Nest #5,1
Circular Flight Overhead,1
"Near Nest, Perched In Bush, 10' Up, 10' Away",1
Family Group On Wire,1
"Flying Around In Groups Of 3, Courtship?",1
Removed From Net,1
Hybrid Female X Lar Male; Ki-2 Group,1
preen; scratch; rest,1
AVES-070101,1
AVES-074551,1
AVES-074553,1
AVES-101553,1
AVES-100735,1
AVES-074309,1
call; sit on nest; stand,1
call; mechanical sound; bill drumming; advertise; forage; perform visual display,1
call; scold; fly; emit alarm,1
Social context: flock; fly; call,1
emit agonistic call; call; song,1
Singing At Edge Of Pine Woods Near Blackberry Tang,1
hop; perch; perform courtship display; arrive; depart,1
swim; forage; take flight,1
forage; walk; hop; defecate; flap,1
stand; preen; drink; scratch,1
forage; watch; scratch,1
perch; call; perform visual display; hop,1
fly; advertise; perform visual display; call; mechanical sound,1
duet; song; dawn song,1
perch; Social context: colony; sit on nest,1
vocalize; depart; regurgitate; hop; hop,1
Calling From A Tree Above Scrub Vegetation,1
fly; perch; roost,1
fly; chase prey,1
no song heard,1
Hovering,1
"Appears To Be Lek, Perched In Forest Along Ridge",1
Perched In Top Of Joshua Tree,1
flock foraging on hillside,1
Disappeared From View When Recording Began,1
"Adult Pair & Juvenile, Rapid Calls Are Female",1
In Low Story Of Deep Forest,1
Throws Back Head & Lifts Tail When Calling,1
call; depart; forage; fly; Social context: mixed; establish flock contact,1
Mobbing A Gray Fox,1
In Marshy Thicket At Edge Of Pond,1
2-Note Calls Change To Begging Calls When Adult Co,1
"In Response To Playback; 2 Birds Alternating Song,",1
Singing While Following Female Who Was Foraging An,1
Spontaneous; More Calls In Response To Playback,1
"Forest Edge Near Station, 3 Inidividuals",1
"Male On Territory, Probably Very Vocal Because Of",1
Calling - Low Tree,1
Group Of 3-4 Foraging,1
"bird sitting closely, very noisy and demonstrative",1
AVES-102181,1
AVES-075330,1
AVES-054905,1
AVES-071223,1
AVES-025114,1
AVES-072543,1
AVES-100988,1
AVES-094314,1
AVES-101103,1
AVES-072257,1
AVES-025115,1
AVES-105781,1
open sea swiming,1
AVES-102347,1
AVES-102349,1
AVES-095277,1
AVES-094423,1
AVES-075391,1
AVES-071796,1
call; song; fly; advertise; forage,1
call; mechanical sound; song; depart; arrive; advertise; beg; care for young; emit alarm; Social context: family,1
call; mechanical sound; song; advertise; forage; fly,1
preen; land,1
song; counter singing; establish flock contact,1
AVES-092463,1
AVES-092603,1
AVES-075486,1
AVES-054946,1
AVES-054838,1
AVES-074512,1
Aggression/defense; attack; emit alarm; emit distress calls; mob; perform distraction display; fly; call; perch,1
duet; advertise; perform visual display,1
call; song; mate; fight; fly,1
hop; song; build nest; scratch; fly; enter nest cavity,1
fly; depart; hop; wipe bill; ruffle,1
AVES-105325,1
regurgitate; hop,1
regurgitate; perform visual display; perch,1
call; lek; advertise; court; fight,1
advertise; song; contact; call,1
mechanical sound; counter singing; song; bill snap,1
depart; defecate; perch,1
call; counter singing; fly; Social context: colony,1
taps; mechanical sound,1
In Canopy Of Montane Forest,1
2,1
AVES-074454,1
with others when collected,1
both birds sat in nearby tree while eggs were being collected,1
shot with another near shore,1
Basking,1
AVES-074334,1
AVES-101778,1
AVES-101354,1
AVES-094906,1
AVES-102777,1
AVES-068430,1
AVES-081656,1
"flew in to male at 1140, male #4590 white bill, orange feet",1
AVES-102880,1
AVES-101194,1
AVES-100600,1
AVES-072727,1
AVES-070048,1
AVES-071252,1
AVES-137809,1
AVES-101226,1
AVES-094638,1
AVES-072144,1
call; song; counter singing; advertise; Social context: colony; perform visual display,1
call; mate; beg; Social context: colony,1
call; rest; perch,1
perform courtship display; fly,1
land; forage; swim,1
sun; preen; rest,1
flycatch; preen; song; perch,1
mechanical sound; call; song; fly; perch; forage; incubate; bill snap,1
beg; song; call; chorus,1
take flight; defecate; perch,1
contact; call; forage,1
threaten; perform visual display,1
fly; mechanical sound; flush; flight sound,1
perch; establish flock contact; call,1
call; perch; preen; stretch,1
orient; song,1
"mother bv/o10, father bp/B. Reared by L. senegala, fledged 29 Nov 2000.",1
"1) 1 Individual Flying, 2) Another Prob. On Ground",1
perched in seagrape 4m height,1
"3 Or More Birds, Partly In Response To Playback",1
"Low In Secondary; One Bird Seen Well, Barred Phase",1
"Flitting About, Calling At Recordist",1
btwn territories of DB-R/S male & -O/R/S male,1
"Male - Female Pair, Head Erect",1
AVES-102719,1
AVES-072635,1
AVES-101952,1
AVES-100881,1
AVES-081677,1
AVES-092326,1
AVES-074965,1
AVES-075317,1
AVES-072636,1
AVES-065612,1
AVES-093134,1
AVES-068433,1
"At Bower, After Display & Mating",1
AVES-072547,1
AVES-059646,1
AVES-074868,1
AVES-103260,1
mechanical sound; dawn song; depart; arrive; fly,1
beg; call; surface dive,1
call; mechanical sound; emit alarm; scold,1
duet; advertise; mate; perform visual display,1
sleep; preen,1
allopreen; preen; call; duet; perch,1
AVES-094778,1
AVES-103634,1
AVES-094188,1
AVES-101082,1
AVES-092432,1
AVES-092435,1
AVES-071934,1
AVES-101386,1
AVES-094311,1
AVES-074830,1
AVES-092368,1
AVES-092384,1
AVES-075804,1
AVES-105466,1
AVES-074909,1
AVES-101791,1
AVES-074693,1
AVES-102805,1
AVES-074534,1
AVES-094632,1
AVES-100430,1
AVES-059369,1
AVES-105324,1
AVES-092613,1
AVES-074889,1
"Birds In Flock Flying About 5-15M Above Ground, Po",1
Perched In Top Of 3 M Slash Pine,1
"Group He 13, Apparent Territorial Conflict",1
Willets,1
collected with mate (TDP 264),1
Taken with male (ANSP 187994).,1
brooding birds put on animated display when area was visited,1
from a group of young just leaving nest,1
"perched quietly in top of bare tree, 1615, alone, male amauropteryx singing 150 yds off",1
coiled in field,1
in dry-rot pine stump,1
AVES-102747,1
AVES-136443,1
AVES-102475,1
AVES-094718,1
AVES-100243,1
AVES-092238,1
AVES-136571,1
AVES-094024,1
AVES-136327,1
AVES-105277,1
AVES-074586,1
AVES-101667,1
AVES-071964,1
AVES-074998,1
AVES-054847,1
AVES-075092,1
AVES-105911,1
AVES-100402,1
AVES-074357,1
AVES-072524,1
AVES-100655,1
AVES-092499,1
AVES-100795,1
AVES-136416,1
AVES-101292,1
AVES-101165,1
AVES-075114,1
mechanical sound; call; fly; mate,1
call; mechanical sound; advertise; mate; forage; fly,1
mechanical sound; flight sound; bill snap; song; call; subsong; fly,1
song; call; court; advertise; fly,1
emit alarm; song; call,1
Social context: colony; roost,1
song; ruffle; walk; dust bathe; forage,1
Birds very noisy while clinging to the nest.,1
"Male, Perched In Cecropia Tree",1
forage; depart; call; perch,1
call; song; mechanical sound; fly; perch,1
call; emit alarm; Social context: herd,1
call; fly; Social context: troop; establish flock contact,1
call; emit alarm; fight; fly,1
fly; stick out tongue; drink,1
walk; call; barks,1
song tape 1997 #10B: 341-490,1
on wire near singing male purpurascens,1
singing in dead tall tree,1
flew to male 4931 neumanni.,1
"Not Seen, Low In Undergrowth",1
Dusk Chorus,1
Foraging In Low Thicket,1
"1) Perched & In Flight Display, Individuals #1,2,3",1
Calling In The Forest Canopy,1
Flying In The Secondary Vegetation,1
Forage Etc.  In High Branches Of Trees,1
AVES-059623,1
AVES-074006,1
AVES-105754,1
AVES-102383,1
feeding with Black-backed Woodpecker,1
jump; swim; stand,1
arrive; depart; perform courtship display; preen,1
Aggression/defense; fly; land,1
vocalize; hop; hop; arrive; depart,1
lek; song; fly; perform courtship display; mechanical sound,1
perform distraction display; fly; walk,1
lek; perform visual display; fight,1
song; mimicry; Social context: colony,1
advertise; Social context: family; perform visual display,1
"mimicked by L. rara. songs recorded 20 Nov. 1992, tape A98:286-328",1
"In Middle Canopy, About 12 M Up",1
beg; fly; land; carry nest material,1
had nest of 2 young,1
"courting female (NW 42), along with male, JCB 1553",1
associating on beach with Red-backed and Semi-palmated Sandpipers,1
could fly only ca 20 yds,1
from a group of 8,1
seen carrying food and fretting at intrusion,1
tape 23A: 276-500,1
"song recorded, tape 32B: 180-250, mimics L. senegala, tape 32B",1
AVES-094724,1
AVES-101538,1
AVES-093129,1
in dead Picea mariana,1
Low To Ground In Dense Thicket,1
Pair Flying By,1
Bends Its Head And Infoates The Throat So That A W,1
Part In Response To Playback,1
Foraging On Ground,1
"2 Birds Nesting, Wing-Flutter Display, Flew From N",1
"Group Hw 13?, Female Sees Recordist & Flees",1
"Out Of Sight, Low Down",1
Adult Flying Along Coast,1
with 10 others over tidal flats,1
from a brood of 5 without adult female,1
AVES-102733,1
stand; Social context: herd; walk; solicit copulation; groom,1
forage; sit on nest; walk,1
call; duet; advertise; forage,1
call; eat; cling,1
mechanical sound; emit alarm; perform visual display,1
stand; drink; fly,1
walk; run; call,1
take flight; stand; defecate,1
perch; Social context: flock; roost; call,1
song; flight song; forage; fly,1
AVES-091852,1
AVES-072679,1
AVES-072411,1
AVES-071956,1
AVES-074761,1
AVES-075670,1
AVES-074479,1
AVES-103629,1
AVES-054829,1
AVES-103270,1
AVES-094010,1
AVES-105891,1
AVES-101874,1
build nest; emit alarm; call; song,1
allopreen; perch; preen; eat; take flight,1
perform courtship display; mechanical sound; call,1
swim; fly; call; bathe,1
call; mechanical sound; bill drumming; establish parent young contact,1
forage; drink; swim; walk; depart,1
preen; ruffle; perch; song,1
perch; Social context: colony; scratch,1
flight sound; forage; fly; call; mechanical sound,1
call; mechanical sound; duet; dawn song; depart; arrive; fly; Social context: colony; perform visual display,1
mechanical sound; arrive; fly,1
AVES-100904,1
"with DJA 534, male was singing",1
singing 'chebec' note,1
throat distended with food,1
flock of 60 including 1 ad male S. obtusa - no long tail but dark breast.,1
flew to same tree as #4719,1
"recorded song mimics L. senegala, tape #22: 012-063",1
"flew to singing male #4729, was courted",1
